Class,Event,Individuals/event,National Reference,Species (scientific),Species (common),Species Uncertain,Date Found,Date Certainty,Year,Location,Local Authority,Region,Country,Grid Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length Uncertain,Stranding Type,Condition Found / Stranding Outcome,Sent for PM,PM Number,Cause of Death,Cause of Death Category,Cause of Death Class,Edited Nat. Ref.
Cetacean,Multiple,3,SW1991/102c,Phocoena phocoena,Harbour porpoise,FALSE,8/23/91,exact,1991,Aberporth,Ceredigion,West coast,Wales,SN259515,225900,251500,,,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW1991/102
Cetacean,Multiple,3,SW1991/102d,Phocoena phocoena,Harbour porpoise,FALSE,8/23/91,exact,1991,Aberporth,Ceredigion,West coast,Wales,SN259515,225900,251500,,,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW1991/102
Cetacean,Multiple,3,SW1991/102e,Phocoena phocoena,Harbour porpoise,FALSE,8/23/91,exact,1991,Aberporth,Ceredigion,West coast,Wales,SN259515,225900,251500,,,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW1991/102
Cetacean,Multiple,3,SW1991/160.1,Lagenorhynchus acutus,Atlantic white-sided dolphin,TRUE,11/19/91,exact,1991,"St. Peters Pool, Deerness, Mainland.",Orkney ,Orkney,Scotland,HY 541 041,354100,1004100,58.92222222,-2.798055556,M,240,FALSE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW1991/160
Cetacean,Multiple,3,SW1991/160.2,Lagenorhynchus acutus,Atlantic white-sided dolphin,TRUE,11/19/91,exact,1991,"St. Peters Pool, Deerness, Mainland.",Orkney ,Orkney,Scotland,HY 541 041,354100,1004100,58.92222222,-2.798055556,F,205,FALSE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW1991/160
Cetacean,Multiple,3,SW1991/160.3,Lagenorhynchus acutus,Atlantic white-sided dolphin,TRUE,11/19/91,exact,1991,"St. Peters Pool, Deerness, Mainland.",Orkney ,Orkney,Scotland,HY 541 041,354100,1004100,58.92222222,-2.798055556,F,204,FALSE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW1991/160
Cetacean,Multiple,3,SW1991/86.1,Unknown,Cetacean (indeterminate species),TRUE,7/14/91,plus/minus 2 weeks,1991,Llanstephan (nr Carmarthen),Carmarthenshire,West coast,Wales,SN35001100,235000,211000,51.7728656,-4.391784834,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW1991/86
Cetacean,Multiple,3,SW1991/86.2,Unknown,Cetacean (indeterminate species),TRUE,7/14/91,plus/minus 2 weeks,1991,Llanstephan (nr Carmarthen),Carmarthenshire,West coast,Wales,SN35001101,235000,211010,51.77295544,-4.391789586,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW1991/86
Cetacean,Multiple,3,SW1991/86.3,Unknown,Cetacean (indeterminate species),TRUE,7/14/91,plus/minus 2 weeks,1991,Llanstephan (nr Carmarthen),Carmarthenshire,West coast,Wales,SN35011100,235010,211000,51.77286854,-4.391640014,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW1991/86
Cetacean,Multiple,3,SW1992/48a.1,Unknown,Dolphin (indeterminate species),TRUE,3/6/92,exact,1992,"Top Tieb harbour, Marazion",Cornwall,South-west,England,SW52003044,152000,30440,50.12150479,-5.469904683,U,199,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/48a
Cetacean,Multiple,3,SW1992/48a.2,Unknown,Dolphin (indeterminate species),TRUE,3/6/92,exact,1992,"Top Tieb harbour, Marazion",Cornwall,South-west,England,SW52013044,152010,30440,50.12150896,-5.46976504,U,197,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/48a
Cetacean,Multiple,3,SW1992/48a.3,Unknown,Dolphin (indeterminate species),TRUE,3/6/92,exact,1992,"Top Tieb harbour, Marazion",Cornwall,South-west,England,SW52013045,152010,30450,50.12159874,-5.469771537,U,N/A,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/48a
Cetacean,Multiple,5,SW1992/58.1,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,Perranuthnoe,Cornwall,South-west,England,SW54212892,154210,28920,50.10877675,-5.438064087,U,N/A,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/58
Cetacean,Multiple,5,SW1992/58.2,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,Perranuthnoe,Cornwall,South-west,England,SW54222892,154220,28920,50.10878089,-5.437924476,U,N/A,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/58
Cetacean,Multiple,5,SW1992/58.3,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,Perranuthnoe,Cornwall,South-west,England,SW54222893,154220,28930,50.10887067,-5.437930911,U,N/A,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/58
Cetacean,Multiple,5,SW1992/58.4,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,Perranuthnoe,Cornwall,South-west,England,SW54202892,154200,28920,50.10877261,-5.438203698,U,N/A,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/58
Cetacean,Multiple,5,SW1992/58.5,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,Perranuthnoe,Cornwall,South-west,England,SW54202891,154200,28910,50.10868282,-5.438197262,U,N/A,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/58
Cetacean,Multiple,5,SW1992/58a.1,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,St Michael's Mount,Cornwall,South-west,England,SW51432967,151430,29670,50.11435328,-5.47736293,U,172,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/58a
Cetacean,Multiple,5,SW1992/58a.2,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,St Michael's Mount,Cornwall,South-west,England,SW51442967,151440,29670,50.11435746,-5.477223308,U,172,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1992/58a
Cetacean,Multiple,5,SW1992/58a.3,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,St Michael's Mount,Cornwall,South-west,England,SW51442968,151440,29680,50.11444724,-5.477229818,U,172,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1992/58a
Cetacean,Multiple,5,SW1992/58a.4,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,St Michael's Mount,Cornwall,South-west,England,SW51272999,151270,29990,50.11715925,-5.47980535,U,172,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1992/58a
Cetacean,Multiple,5,SW1992/58a.5,Unknown,Dolphin (indeterminate species),TRUE,3/11/92,exact,1992,St Michael's Mount,Cornwall,South-west,England,SW51282999,151280,29990,50.11716344,-5.47966572,U,172,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1992/58a
Cetacean,Multiple,3,SW1996/171a.1,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,11/24/96,exact,1996,South Burray,Orkney ,Orkney,Scotland,ND45109510,345100,995100,58.84023408,-2.95128561,F,218,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1996/171a
Cetacean,Multiple,3,SW1996/171a.2,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,11/24/96,exact,1996,South Burray,Orkney ,Orkney,Scotland,ND45109510,345100,995100,58.84023408,-2.95128561,F,234,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1996/171a
Cetacean,Multiple,3,SW1996/171a.3,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,11/24/96,exact,1996,South Burray,Orkney ,Orkney,Scotland,ND45109510,345100,995100,58.84023408,-2.95128561,F,220,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1996/171a
Cetacean,Multiple,3,SW1997/134.1,Phocoena phocoena,Harbour porpoise,FALSE,8/7/97,exact,1997,Silloth (west beach),Cumbria,West coast,England,NY10005300,310000,553000,54.86358674,-3.402371335,U,61,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW1997/134
Cetacean,Multiple,3,SW1997/134.2,Phocoena phocoena,Harbour porpoise,FALSE,8/7/97,exact,1997,Silloth (west beach),Cumbria,West coast,England,NY10005300,310000,553000,54.86358674,-3.402371335,U,122,FALSE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1997/134
Cetacean,Multiple,3,SW1997/167.1,Phocoena phocoena,Harbour porpoise,FALSE,11/10/97,exact,1997,Abersoch,Gwynedd,West coast,Wales,SH31702800,231700,328000,52.82288646,-4.498053909,M,150,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1997/167
Cetacean,Multiple,3,SW1997/167.2,Phocoena phocoena,Harbour porpoise,FALSE,11/10/97,exact,1997,Abersoch,Gwynedd,West coast,Wales,SH31702800,231700,328000,52.82288646,-4.498053909,U,120,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1997/167
Cetacean,Multiple,3,SW1997/169.1,Phocoena phocoena,Harbour porpoise,FALSE,11/10/97,exact,1997,Tywyn,Gwynedd,West coast,Wales,SN58509850,258500,298500,52.56554141,-4.087893618,M,128,FALSE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1997/169
Cetacean,Multiple,3,SW1997/169.2,Phocoena phocoena,Harbour porpoise,FALSE,11/10/97,exact,1997,Tywyn,Gwynedd,West coast,Wales,SN58309910,258300,299100,52.57088028,-4.091099074,M,142,FALSE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW1997/169
Cetacean,Multiple,5,SW2000/114b.1,Phocoena phocoena,Harbour porpoise,FALSE,6/21/00,exact,2000,LLwyngwril,Gwynedd,West coast,Wales,SH57800870,257800,308700,52.65700346,-4.102601976,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW2000/114b
Cetacean,Multiple,5,SW2000/114b.2,Phocoena phocoena,Harbour porpoise,FALSE,6/21/00,exact,2000,LLwyngwril,Gwynedd,West coast,Wales,SH57800870,257800,308700,52.65700346,-4.102601976,U,75,TRUE,dead stranded,advanced decomposition (code 4),FALSE,,,,,SW2000/114b
Cetacean,Multiple,5,SW2000/114b.3,Phocoena phocoena,Harbour porpoise,FALSE,6/21/00,exact,2000,LLwyngwril,Gwynedd,West coast,Wales,SH57800870,257800,308700,52.65700346,-4.102601976,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW2000/114b
Cetacean,Multiple,5,SW2000/114b.4,Phocoena phocoena,Harbour porpoise,FALSE,6/21/00,exact,2000,LLwyngwril,Gwynedd,West coast,Wales,SH57800870,257800,308700,52.65700346,-4.102601976,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW2000/114b
Cetacean,Multiple,5,SW2000/114b.5,Phocoena phocoena,Harbour porpoise,FALSE,6/21/00,exact,2000,LLwyngwril,Gwynedd,West coast,Wales,SH57800870,257800,308700,52.65700346,-4.102601976,U,N/A,TRUE,dead stranded,unknown,FALSE,,,,,SW2000/114b
Cetacean,Multiple,8,SW2001/36d.1,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,8,SW2001/36d.2,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,8,SW2001/36d.3,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,8,SW2001/36d.4,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,8,SW2001/36d.5,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,8,SW2001/36d.6,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,8,SW2001/36d.7,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,8,SW2001/36d.8,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,2/21/01,exact,2001,Lerwick,Shetland ,Shetland,Scotland,HU470410,447000,1141000,60.1513275,-1.153401948,U,N/A,TRUE,dead stranded,indeterminate (code 5),FALSE,,,,,SW2001/36d
Cetacean,Multiple,3,SW2005/211a.1,Unknown,Dolphin (indeterminate species),TRUE,8/14/05,exact,2005,"Orosay, Barra",Western Isles,Western Isles,Scotland,NF715064,71500,806400,57.03150243,-7.415990003,U,180,TRUE,dead stranded,advanced decomposition (code 4),FALSE,,,,,SW2005/211a
Cetacean,Multiple,3,SW2005/211a.2,Unknown,Dolphin (indeterminate species),TRUE,8/14/05,exact,2005,"Orosay, Barra",Western Isles,Western Isles,Scotland,NF715064,71500,806400,57.03150243,-7.415990003,U,180,TRUE,dead stranded,advanced decomposition (code 4),FALSE,,,,,SW2005/211a
Cetacean,Multiple,3,SW2005/211a.3,Unknown,Dolphin (indeterminate species),TRUE,8/14/05,exact,2005,"Orosay, Barra",Western Isles,Western Isles,Scotland,NF715064,71500,806400,57.03150243,-7.415990003,U,180,TRUE,dead stranded,advanced decomposition (code 4),FALSE,,,,,SW2005/211a
Cetacean,Multiple,3,SW2005/86.1,Phocoena phocoena,Harbour porpoise,FALSE,4/3/05,exact,2005,Barmston beach,East Riding of Yorkshire,East coast,England,TA172590,517200,459000,54.01349861,-0.211198396,U,150,FALSE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW2005/86
Cetacean,Multiple,3,SW2005/86.2,Phocoena phocoena,Harbour porpoise,FALSE,4/3/05,exact,2005,Barmston beach,East Riding of Yorkshire,East coast,England,TA172590,517200,459000,54.01349861,-0.211198396,U,90,FALSE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW2005/86
Cetacean,Multiple,3,SW2005/86.3,Phocoena phocoena,Harbour porpoise,FALSE,4/3/05,exact,2005,Barmston beach,East Riding of Yorkshire,East coast,England,TA172590,517200,459000,54.01349861,-0.211198396,U,100,TRUE,dead stranded,moderate-advanced decomposition (code 3-4),FALSE,,,,,SW2005/86
Cetacean,Multiple,39,SW2011/303.17,Globicephala melas,Long-finned pilot whale,FALSE,7/28/11,exact,2011,"Kyle of Durness, Sarsgrum  ",Highland,Highland,Scotland,NC 378 643,237800,964300,58.53722222,-4.788055556,U,426,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW2011/303
Cetacean,Multiple,3,SW2012/383.1,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,8/23/12,exact,2012,Ardersier,Highland,Highland,Scotland,NH 770 565,277000,856500,57.58194444,-4.058055556,M,264,FALSE,dead stranded,freshly dead (code 2a),TRUE,M271.1/12,live stranding,Live Stranding,Others,SW2012/383
Cetacean,Multiple,3,SW2012/383.2,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,8/23/12,exact,2012,Ardersier,Highland,Highland,Scotland,NH 772 563,277200,856300,57.58055556,-4.054166667,M,264,FALSE,dead stranded,freshly dead (code 2a),TRUE,M271.2/12,live stranding,Live Stranding,Others,SW2012/383
Cetacean,Multiple,3,SW2012/383.3,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,8/23/12,exact,2012,Ardersier,Highland,Highland,Scotland,NH 760 565,276000,856500,57.58222222,-4.074444444,M,267,FALSE,dead stranded,freshly dead (code 2a),TRUE,M271.3/12,live stranding,Live Stranding,Others,SW2012/383
Cetacean,Multiple,3,SW2012/479.1,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,11/9/12,exact,2012,Gott Bay Tiree,Argyll and Bute,Strathclyde,Scotland,NM 045 470,104500,747000,56.52222222,-6.806111111,M,200,FALSE,dead stranded,freshly dead (code 2a),TRUE,M360.1/12,live stranding,Live Stranding,Others,SW2012/479
Cetacean,Multiple,3,SW2012/479.2,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,11/9/12,exact,2012,Gott Bay Tiree,Argyll and Bute,Strathclyde,Scotland,NM 045 469,104500,746900,56.52138889,-6.806388889,M,200,FALSE,dead stranded,freshly dead (code 2a),TRUE,M360.2/12,live stranding due to infectious process ,Generalised Bacterial Infection,Infectious Disease,SW2012/479
Cetacean,Multiple,3,SW2012/66.1,Phocoena phocoena,Harbour porpoise,FALSE,2/26/12,exact,2012,"Cattlemere Scar, Flamborough",East Riding of Yorkshire,East coast,England,TA 256 700,525600,470000,54.11111111,-0.079444444,U,100,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW2012/66
Cetacean,Multiple,3,SW2012/66.2,Phocoena phocoena,Harbour porpoise,FALSE,2/26/12,exact,2012,"Cattlemere Scar, Flamborough",East Riding of Yorkshire,East coast,England,TA 256 700,525600,470000,54.11111111,-0.079444444,U,N/A,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW2012/66
Cetacean,Multiple,3,SW2012/66.3,Phocoena phocoena,Harbour porpoise,FALSE,2/26/12,exact,2012,"Cattlemere Scar, Flamborough",East Riding of Yorkshire,East coast,England,TA 256 700,525600,470000,54.11111111,-0.079444444,U,100,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW2012/66
Cetacean,Multiple,3,SW2013/231.3,Globicephala melas,Long-finned pilot whale,FALSE,4/27/13,exact,2013,Inver near Tain,Highland,Highland,Scotland,NH 861 825,286100,882500,57.81805556,-3.918055556,M,400,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),TRUE,M138/13,live stranding,Live Stranding,Others,SW2013/231
Cetacean,Multiple,4,SW2013/69.1,Phocoena phocoena,Harbour porpoise,FALSE,3/3/13,exact,2013,"Beside Bush Road, Winterton-on-sea",Norfolk,East coast,England,TG 494 207,649400,320700,52.72694444,1.692777778,U,N/A,TRUE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW2013/69
Cetacean,Multiple,4,SW2013/69.2,Phocoena phocoena,Harbour porpoise,FALSE,3/3/13,exact,2013,"Beside Bush Road, Winterton-on-sea",Norfolk,East coast,England,TG 494 207,649400,320700,52.72694444,1.692777778,U,N/A,TRUE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW2013/69
Cetacean,Multiple,4,SW2013/69.3,Phocoena phocoena,Harbour porpoise,FALSE,3/3/13,exact,2013,"Beside Bush Road, Winterton-on-sea",Norfolk,East coast,England,TG 494 207,649400,320700,52.72694444,1.692777778,U,N/A,TRUE,dead stranded,freshly dead (code 2a),FALSE,,,,,SW2013/69
Cetacean,Multiple,3,SW2014/93.1,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,3/27/14,exact,2014,"Bay of Holland, Stronsay.",Orkney ,Orkney,Scotland,HY 655 226,365500,1022600,59.08944444,-2.602777778,U,200,TRUE,dead stranded,moderate decomposition (code 3),FALSE,,,,,SW2014/93
Cetacean,Multiple,3,SW2014/93.2,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,3/27/14,exact,2014,"Bay of Holland, Stronsay.",Orkney ,Orkney,Scotland,HY 655 226,365500,1022600,59.08944444,-2.602777778,U,200,TRUE,dead stranded,advanced decomposition (code 4),FALSE,,,,,SW2014/93
Cetacean,Multiple,3,SW2014/93.3,Lagenorhynchus albirostris,White-beaked dolphin,FALSE,3/27/14,exact,2014,"Bay of Holland, Stronsay.",Orkney ,Orkney,Scotland,HY 655 226,365500,1022600,59.08944444,-2.602777778,U,200,TRUE,dead stranded,advanced decomposition (code 4),FALSE,,,,,SW2014/93
Cetacean,Multiple,7,SW1992/107.1,Globicephala melas,Long-finned pilot whale,FALSE,4/18/92,exact,1992,"Dalbeg, Lewis",Western Isles,Western Isles,Scotland,NB22484620,122480,946200,58.3166984,-6.739820715,M,520,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0800/92A,live stranding,Live Stranding,Others,SW1992/107
Cetacean,Multiple,7,SW1992/107.2,Globicephala melas,Long-finned pilot whale,FALSE,4/18/92,exact,1992,"Dalbeg, Lewis",Western Isles,Western Isles,Scotland,NB22484620,122480,946200,58.3166984,-6.739820715,M,485,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0800/92B,live stranding,Live Stranding,Others,SW1992/107
Cetacean,Multiple,7,SW1992/107.3,Globicephala melas,Long-finned pilot whale,FALSE,4/18/92,exact,1992,"Dalbeg, Lewis",Western Isles,Western Isles,Scotland,NB22484620,122480,946200,58.3166984,-6.739820715,M,576,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0800/92C,live stranding,Live Stranding,Others,SW1992/107
Cetacean,Multiple,7,SW1992/107.4,Globicephala melas,Long-finned pilot whale,FALSE,4/18/92,exact,1992,"Dalbeg, Lewis",Western Isles,Western Isles,Scotland,NB22484620,122480,946200,58.3166984,-6.739820715,F,448,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0800/92D,live stranding,Live Stranding,Others,SW1992/107
Cetacean,Multiple,7,SW1992/107.5,Globicephala melas,Long-finned pilot whale,FALSE,4/18/92,exact,1992,"Dalbeg, Lewis",Western Isles,Western Isles,Scotland,NB22484620,122480,946200,58.3166984,-6.739820715,M,538,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0800/92E,live stranding,Live Stranding,Others,SW1992/107
Cetacean,Multiple,7,SW1992/107.6,Globicephala melas,Long-finned pilot whale,FALSE,4/18/92,exact,1992,"Dalbeg, Lewis",Western Isles,Western Isles,Scotland,NB22484620,122480,946200,58.3166984,-6.739820715,M,559,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0800/92F,live stranding,Live Stranding,Others,SW1992/107
Cetacean,Multiple,7,SW1992/107.7,Globicephala melas,Long-finned pilot whale,FALSE,4/18/92,exact,1992,"Dalbeg, Lewis",Western Isles,Western Isles,Scotland,NB22484620,122480,946200,58.3166984,-6.739820715,F,N/A,TRUE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1992/107
Cetacean,Multiple,3,SW1992/141a.1,Mesoplodon bidens,Sowerby's beaked whale,FALSE,6/15/92,exact,1992,"Eye Peninsula, Isle of Lewis",Western Isles,Western Isles,Scotland,NB49802980,149800,929800,58.18620616,-6.257108589,M,317,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M1309/92B,live stranding,Live Stranding,Others,SW1992/141a
