Class,Event,Individuals/event,National Reference,Species (scientific),Species (common),Species Uncertain,Date Found,Date Certainty,Year,Location,Local Authority,Region,Country,Grid Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length Uncertain,Stranding Type,Condition Found / Stranding Outcome,Sent for PM,PM Number,Cause of Death,Cause of Death Category,Cause of Death Class,Edited Nat. Ref.
Cetacean,Multiple,3,SW1992/141a.2,Mesoplodon bidens,Sowerby's beaked whale,FALSE,6/15/92,exact,1992,"Eye Peninsula, Isle of Lewis",Western Isles,Western Isles,Scotland,NB49812980,149810,929800,58.18621183,-6.25693898,M,352,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M1309/92A,live stranding,Live Stranding,Others,SW1992/141a
Cetacean,Multiple,3,SW1992/141a.3,Mesoplodon bidens,Sowerby's beaked whale,FALSE,6/15/92,exact,1992,"Eye Peninsula, Isle of Lewis",Western Isles,Western Isles,Scotland,NB49802981,149800,929810,58.18629574,-6.257119318,F,298,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M1309/92C,live stranding,Live Stranding,Others,SW1992/141a
Cetacean,Multiple,11,SW1994/177a.1,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1230,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.10,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1330,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.11,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1250,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.2,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1240,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.3,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1280,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.4,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1320,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.5,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1260,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.6,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1340,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.7,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1240,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.8,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1200,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177a.9,Physeter catodon,Sperm whale,FALSE,12/7/94,exact,1994,"Backaskail Bay, Sanday",Orkney ,Orkney,Scotland,HY65503880,365500,1038800,59.23481965,-2.604684149,M,1280,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177a
Cetacean,Multiple,11,SW1994/177b.1,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,F,488,TRUE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.10,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.11,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.2,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.3,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.4,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.5,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.6,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.7,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.8,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,11,SW1994/177b.9,Orcinus orca,Killer whale,FALSE,12/7/94,exact,1994,"Uyeasound, Unst",Shetland ,Shetland,Scotland,HP59100100,459100,1201000,60.68843223,-0.917735961,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/177b
Cetacean,Multiple,7,SW1994/85a.1,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,5/12/94,exact,1994,"Scapa beach, Mainland",Orkney ,Orkney,Scotland,HY43000800,343000,1008000,58.95580642,-2.990977505,M,186,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0997/94A,live stranding,Live Stranding,Others,SW1994/85a
Cetacean,Multiple,7,SW1994/85a.2,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,5/12/94,exact,1994,"Scapa beach, Mainland",Orkney ,Orkney,Scotland,HY43000800,343000,1008000,58.95580642,-2.990977505,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/85a
Cetacean,Multiple,7,SW1994/85a.3,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,5/12/94,exact,1994,"Scapa beach, Mainland",Orkney ,Orkney,Scotland,HY43000800,343000,1008000,58.95580642,-2.990977505,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/85a
Cetacean,Multiple,7,SW1994/85a.4,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,5/12/94,exact,1994,"Scapa beach, Mainland",Orkney ,Orkney,Scotland,HY43000800,343000,1008000,58.95580642,-2.990977505,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/85a
Cetacean,Multiple,7,SW1994/85a.5,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,5/12/94,exact,1994,"Scapa beach, Mainland",Orkney ,Orkney,Scotland,HY43000800,343000,1008000,58.95580642,-2.990977505,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/85a
Cetacean,Multiple,7,SW1994/85a.6,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,5/12/94,exact,1994,"Scapa beach, Mainland",Orkney ,Orkney,Scotland,HY43000800,343000,1008000,58.95580642,-2.990977505,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/85a
Cetacean,Multiple,7,SW1994/85a.7,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,5/12/94,exact,1994,"Scapa beach, Mainland",Orkney ,Orkney,Scotland,HY43000800,343000,1008000,58.95580642,-2.990977505,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW1994/85a
Cetacean,Multiple,6,SW1996/31b.1,Physeter catodon,Sperm whale,FALSE,1/28/96,exact,1996,Cruden Bay,Aberdeenshire,Grampian,Scotland,NK08603510,408600,835100,57.4064249,-1.856853349,M,1260,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0143/96A,live stranding (mass),Live Stranding,Others,SW1996/31b
Cetacean,Multiple,6,SW1996/31b.2,Physeter catodon,Sperm whale,FALSE,1/28/96,exact,1996,Cruden Bay,Aberdeenshire,Grampian,Scotland,NK08503490,408500,834900,57.40463004,-1.858524765,M,1285,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0143/96B,live stranding (mass),Live Stranding,Others,SW1996/31b
Cetacean,Multiple,6,SW1996/31b.3,Physeter catodon,Sperm whale,FALSE,1/28/96,exact,1996,Cruden Bay,Aberdeenshire,Grampian,Scotland,NK08403450,408400,834500,57.40103842,-1.860202859,M,1210,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0143/96C,live stranding (mass),Live Stranding,Others,SW1996/31b
Cetacean,Multiple,6,SW1996/31b.4,Physeter catodon,Sperm whale,FALSE,1/28/96,exact,1996,Cruden Bay,Aberdeenshire,Grampian,Scotland,NK08403450,408400,834500,57.40103842,-1.860202859,M,1375,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0143/96D,live stranding (mass),Live Stranding,Others,SW1996/31b
Cetacean,Multiple,6,SW1996/31b.5,Physeter catodon,Sperm whale,FALSE,1/28/96,exact,1996,Cruden Bay,Aberdeenshire,Grampian,Scotland,NK08503440,408500,834400,57.40013819,-1.858542074,M,1365,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0143/96E,live stranding (mass),Live Stranding,Others,SW1996/31b
Cetacean,Multiple,6,SW1996/31b.6,Physeter catodon,Sperm whale,FALSE,1/28/96,exact,1996,Cruden Bay,Aberdeenshire,Grampian,Scotland,NK08503440,408500,834400,57.40013819,-1.858542074,M,1365,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M0143/96F,live stranding (mass),Live Stranding,Others,SW1996/31b
Cetacean,Multiple,6,SW2000/163a.1,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,10/7/00,exact,2000,Brora,Highland,Highland,Scotland,NC900031,290000,903100,58.00375428,-3.861481471,F,214,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M193/00A,live stranding,Live Stranding,Others,SW2000/163a
Cetacean,Multiple,6,SW2000/163a.2,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,10/7/00,exact,2000,Brora,Highland,Highland,Scotland,NC900031,290000,903100,58.00375428,-3.861481471,M,236,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M193/00B,live stranding,Live Stranding,Others,SW2000/163a
Cetacean,Multiple,6,SW2000/163a.3,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,10/7/00,exact,2000,Brora,Highland,Highland,Scotland,NC900031,290000,903100,58.00375428,-3.861481471,F,218,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M193/00C,live stranding,Live Stranding,Others,SW2000/163a
Cetacean,Multiple,6,SW2000/163a.4,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,10/7/00,exact,2000,Brora,Highland,Highland,Scotland,NC900031,290000,903100,58.00375428,-3.861481471,F,218,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M193/00D,live stranding,Live Stranding,Others,SW2000/163a
Cetacean,Multiple,6,SW2000/163a.5,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,10/7/00,exact,2000,Brora,Highland,Highland,Scotland,NC900031,290000,903100,58.00375428,-3.861481471,M,130,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M193/00E,live stranding,Live Stranding,Others,SW2000/163a
Cetacean,Multiple,6,SW2000/163a.6,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,10/7/00,exact,2000,Brora,Highland,Highland,Scotland,NC900031,290000,903100,58.00375428,-3.861481471,M,240,TRUE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW2000/163a
Cetacean,Multiple,3,SW2003/215.1,Stenella coeruleoalba,Striped dolphin,FALSE,4/20/03,exact,2003,Dunstanburgh Castle near golf course,Northumberland,East coast,England,NU246225,424600,622500,55.49565633,-1.610582468,F,163,FALSE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW2003/215
Cetacean,Multiple,3,SW2003/215.2,Stenella coeruleoalba,Striped dolphin,FALSE,4/20/03,exact,2003,Dunstanburgh Castle near golf course,Northumberland,East coast,England,NU246225,424600,622500,55.49565633,-1.610582468,F,156,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,XT383/03,live stranding (pending histology),Live Stranding,Others,SW2003/215
Cetacean,Multiple,3,SW2003/215.3,Stenella coeruleoalba,Striped dolphin,FALSE,4/20/03,exact,2003,Dunstanburgh Castle near golf course,Northumberland,East coast,England,NU246225,424600,622500,55.49565633,-1.610582468,F,166,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,XT384/03,live stranding (pending histology),Live Stranding,Others,SW2003/215
Cetacean,Multiple,5,SW2007/121a.1,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,6/11/07,exact,2007,"Mol Sandwick, Stornoway, Lewis",Western Isles,Western Isles,Scotland,NB435323,143500,932300,58.2049831,-6.366700481,F,200,TRUE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW2007/121a
Cetacean,Multiple,5,SW2007/121a.2,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,6/11/07,exact,2007,"Mol Sandwick, Stornoway, Lewis",Western Isles,Western Isles,Scotland,NB435323,143500,932300,58.2049831,-6.366700481,M,240,TRUE,live stranded,freshly dead- died on beach (code 2a),FALSE,,,,,SW2007/121a
Cetacean,Multiple,5,SW2007/121a.3,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,6/11/07,exact,2007,"Mol Sandwick, Stornoway, Lewis",Western Isles,Western Isles,Scotland,NB435323,143500,932300,58.2049831,-6.366700481,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2007/121a
Cetacean,Multiple,5,SW2007/121a.4,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,6/11/07,exact,2007,"Mol Sandwick, Stornoway, Lewis",Western Isles,Western Isles,Scotland,NB435323,143500,932300,58.2049831,-6.366700481,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2007/121a
Cetacean,Multiple,5,SW2007/121a.5,Lagenorhynchus acutus,Atlantic white-sided dolphin,FALSE,6/11/07,exact,2007,"Mol Sandwick, Stornoway, Lewis",Western Isles,Western Isles,Scotland,NB435323,143500,932300,58.2049831,-6.366700481,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2007/121a
Cetacean,Multiple,3,SW2007/88.1,Phocoena phocoena,Harbour porpoise,FALSE,4/11/07,exact,2007,Great Yarmouth,Norfolk,East coast,England,TG532075,653200,307500,52.60580351,1.739981271,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2007/88
Cetacean,Multiple,3,SW2007/88.2,Phocoena phocoena,Harbour porpoise,FALSE,4/11/07,exact,2007,Great Yarmouth,Norfolk,East coast,England,TG532075,653200,307500,52.60580351,1.739981271,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2007/88
Cetacean,Multiple,3,SW2007/88.3,Phocoena phocoena,Harbour porpoise,FALSE,4/11/07,exact,2007,Great Yarmouth,Norfolk,East coast,England,TG532075,653200,307500,52.60580351,1.739981271,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2007/88
Cetacean,Multiple,32,SW2008/94.1,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,M,158,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M50/6/08,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.10,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,M,185,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.11,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,206,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.12,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,200,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.13,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,207,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.14,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,184,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.15,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,169,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.16,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,M,165,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,XT528/08,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.17,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,168,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,XT537/08,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.18,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,M,163,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,XT549/08,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.19,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,M,166,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.2,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,159,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M57/6/08,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.20,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,M,174,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.21,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,M,177,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,XT533/08,live stranding (mass),Live Stranding,Others,SW2008/94
Cetacean,Multiple,32,SW2008/94.22,Delphinus delphis,Short-beaked common dolphin,FALSE,6/9/08,exact,2008,"Porth Creek, River Percuil, near Falmouth",Cornwall,South-west,England,SW868334,186800,33400,50.16161515,-4.985411715,F,179,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,EXTERNAL,live stranding (mass),Live Stranding,Others,SW2008/94
